menyaduri,membaluti,
acara,agenda,daftar,jadwal,kalender,kegiatan,kesibukan,program,programa,rancangan,rencana,skedul,urusan,kaidah,peraturan,perkara,pokok,sistem,susunan,tata,tertib,hajatan,perhelatan,perjamuan,pesta,aktivitas,helat,tayangan,
mengacara,menjemput,menyambut,
mengacarakan,memerkarakan,memprogramkan,mendaftarkan,mengadukan,mengagendakan,mengatur,mengetengahkan,menjadwalkan,merancang,
pengacara,adjuster,advokat,peguam,pembela perkara,penasihat,pendamping,pokrol,pembela,pembicara,muhami,penasihat hukum,
acau,berceloteh,bertura-tura,mencacau,menceracau,mengigau,mengoceh,menyanyah,menyelindur,meraban,meracau,
aci,benar,berlaku,jadi,legal,resmi,sah,sahih,sungguh,valid,bubuk,kanji,pati,serbuk,tepung,
acu,melewa,membega,membidik,mengamang,mengarahkan,menggugat,menggugut,menodong,menunjuk,merujuk,membentuk,mencanai,mencetak,menuang,menyelaraskan,menyesuaikan,
mengacukan,membidikkan,mendasarkan,menetar,mengacukan,menganjurkan,mengarahkan,menodongkan,menujukan,menumpukan,menyandarkan,menyasarkan,merujukkan,mengacungkan,
acuan,referensi,rujukan,tumpuan,anteseden,anutan,arketipe,cermin,ideal,kaca,model,teladan,cetakan,contoh,kelebut,pola,tuangan,
acuh,hirau,hisab,indah,ingat,peduli,bena,tahu,
mengacuhkan,melayani,mematuhi,membalas,memedulikan,memikirkan,memperhatikan,mempertimbangkan,memusingkan,menanggapi,mendengarkan,menetapi,menggubris,menghiraukan,menghisab,mengindahkan,mengingat,menimpali,menjawab,menyibukkan,menyimak meladeni,membenakan,bengkalai,membilang,mengecamkan,gubris,perhati,hirau,memakai,pegang,memeka,perdata,menaruh perhatian,menenggang,
acuh tak acuh,apatis,beku,cuai,cuek,dingin,hambar,masa bodoh,tebal telinga,berlalai-lalai,suka taksuka,
acung,mengangkat tangan,tunjuk jari,
mengacungkan,membidikkan,memitar,menetar,mengacukan,mengangkat tangan,menganjurkan,mengarahkan,menodongkan,menunjukkan jari,menyasarkan,menjujukan,menujukan,
ada,siap,sedia,terdapat,terpendam,tersedia,terselip,berdiri,datang,hadir,hidup,jadi,lahir,maujud,muncul,tampak,tampil,terlihat,tersua,wujud,memegang,memiliki,mempunyai,menyimpan,benar,betul,boleh,cawis,diri,duduk,memang,tersembunyi,bersua,
mengadakan,melahirkan,melaksanakan,melakukan,melangsungkan,memasang,membangun,membentuk,membikin,membuahkan,membuat,membuatkan,mempersiapkan,menciptakan,mendatangkan,mendirikan,menempatkan,menerbitkan,mengakibatkan,mengarang,mengatur,mengeluarkan,menggelar,menghadirkan,menghasilkan,menimbulkan,menjadikan,menjelmakan,menubuhkan,menurunkan,menyebabkan,menyediakan,menyelenggarakan,menyiapkan,menyusun,mewujudkan,mencawiskan,cipta,mengedrop,menghadiri,melancarkan,memunculkan,selenggara,mengusahakan,
berada,berharta,berkecukupan,berpengaruh,berpunya,beruang,bakir,kaya,makmur,mampu,rani,sugih,cogah,mencukupkan,berkedudukan,
keberadaan,eksistensi,kehadiran,presensi,menghadiri,
seadanya,ala kadarnya,apa adanya,sekadar,semampunya,seperlunya,terbatas,secukupnya,sekadarnya,naif,berpada-pada,sahaja,bersahaja,
keadaan,bentuk,cuaca,hal ihwal,iklim,kealaman,kedudukan,kejadian,kondisi,laksana,letak,masa,perihal,peristiwa,posisi,raut,roman,sifat,situasi,stan,status,suasana,tanda,tempat,udara,faktor,hal,hari,ihwal,peri,tabiat,waktu,
berkeadaan,berbentuk,berkedudukan,bersifat,bersituasi,bersuasana,
sekeadaan,sebangun,sebentuk,sejenis,semacam,seragam,serupa,sewarna,
mengada-ada,berdalih,berhelat,berkilah,melebih-lebihkan,membesar-besarkan,membual,membuat-buat,membubuhi,membumbui,menambah-nambahi,mendramatisasi,mendusta,menemberang,mengarang-ngarang,menggarami,otak-otakan,rencek,begana-begini,berbohong,mencari-cari,berdusta,
pengadaan,logistik,pemasokan,penyediaan,
adab,adat,akhlak,budi bahasa,budi pekerti,etika,kebajikan,kehalusan,kepatuhan,kesantunan,kesopanan,kesusilaan,kultur,moral,sopan santun,tata krama,tata susila,cara,hukum,kebiasaan,lembaga,peraturan,resam,sifat,etik,etos,ideal,nilai,pandangan hidup,bahasa,basa-basi,etiket,kepatutan,santun,sila,tabiat,
mengadabi,menghargai,menghormati,menjunjung tinggi,
memperadabkan,memajukan,membina,membudayakan,bina,
pemberadaban,iluminasi,pembudayaan,pencerahan,pendidikan,penyadaran,sivilisasi,
beradab,beradat,berakhlak,berbahasa,berbudaya,berbudi,berkebudayaan,berkemajuan,bermoral,bersopan santun,bersusila,bertamadun,betertib,elegan,manis,santun,sopan,tahu adat,tahu etiket,terpelajar,bersantun,tertib,
peradaban,kebudayaan,kemajuan,kultur,tamadun,sivilisasi,kesopanan,
adagium,aforisme,pepatah,perbahasaan,peribahasa,petitih,maksim,perumpamaan,ungkapan,
adakala,kadang kala,kadang-kadang,saat-saat,sekali-sekali,sesekali,terkadang,sewaktu-waktu,sporadis,suka-suka,
adalah,ialah,merupakan,sama dengan,yaitu,yakni,
adang,memegat,menahan,mencegat,menegah,menghalangi,menyekat,merintang,
pengadang,adang-adang,garong,palang,pembegal,pencuri,penghalang,penyamun,perampas,perintang,penjabal,
adaptasi,aklimatisasi,habituasi,orientasi,pembiasaan,penyesuaian,olahan,saduran,daya suai,versi,
mengadaptasi,mengolah,menyadur,
adapun,akan halnya,mengenai,tentang hal,
adat,budaya,etiket,istiadat,kebiasaan,kelaziman,kultur,rasam,tata cara,tradisi,sunah,adab,etik,nilai,norma,aturan,etika,hukum,institusi,konvensi,lembaga,pranata,marah,macet,basa-basi,pembawaan,cara,langgam,kepatutan,protokol,resam,sila,tabiat,tata,
adat istiadat,hukum adat,leluri,pagar adat,tali peranti,
beradat,berajar,berbahasa,berbudi,beristiadat,berpendidikan,bersopan santun,bertata cara,beradab,sopan,bertabiat,tertib,
mengadatkan,melazimkan,membiasakan,mencanangkan,menggalibkan,mengistiadatkan,mengumumkan,meresmikan,mewartakan,membudayakan,
teradat,mesti,perlu,terbiasa,teristiadat,terlazim,wajib,adi,biasa,
adegan,bab,babak,bagian,episode,fragmen,potongan,putaran,segmen,
adem,dingin,lindap,sejuk,teduh,anyep,campah,cahang,hambar,tawar,damai,nyaman,tenang,tenteram,ayem,cemplang,sabar,
adem ayem,damai,tenang,tenteram,beku,mandek,mati,melempem,pasif,sepi,stagnan,lempem,
adi-,besar,julung,pertama,rafi,tinggi,unggul,utama,ultra,
adi,biasa,lazim,teradat,terpakai,umum,besar,
adibintang,bintang lapangan,mahabintang,megabintang,superstar,diva,primadona,sripanggung,bintang panggung,
adicita,ajaran,aliran,fikrah,filsafat,haluan,ideologi,paham,pandangan,pemikiran,
adidaya,adikuasa,
adik,adimas,adinda,ading,ari,dimas,muda,rai,yayi,
memperadik,memudakan,mengecilkan,merendahkan,
adikara,absolut,diktatoral,kahar,otoriter,sewenang-wenang,tiranis,totaliter,kekuasaan,kewenangan,kewibawaan,tanduk,despotis,diktatorial,
adikarya,karya agung,karya besar,karya tama,klasik,mahakarya,karyatama,
adikuasa,adidaya,
adil,benar,betul,jujur,lurus,merata,rata,sebanding,seimbang,saksama,selayaknya,sepantasnya,sepatutnya,setara,setimbal,setimpal,sewajarnya,semestinya,netral,objektif,wajar,
mengadili,memeriksa,memperhitungkan,mempertimbangkan,meneliti,menghakimi,menilai,memejahijaukan,menyidangkan,
pengadil,hakim,orang tengah,pelerai,pemisah,pemutus,pendamai,penerai,pengantara,penimbang,telangkai,wasit,perantara,
pengadilan,mahkamah,majelis hukum,meja hijau,perbicaraan,perdata,pidana,majelis,
peradilan,kehakiman,yustisi,peleraian,
keadilan,kesamarataan,keseimbangan,kesaksamaan,
adiluhung,klasik,luhur,mulia,tinggi,
adimarga,bulevar,jalan bentar,jalan besar,jalan raya,jalan,
adipati,bupati,tumenggung,raja,
adiraja,kaisar,maharaja,raja diraja,
adiratna,batu mulia,permata,perempuan cantik,
adisiswa,bintang kelas,bintang pelajar,pelajar teladan,siswa teladan,
aditokoh,hero,pelaku utama,protagonis,tokoh utama,
adiwangsa,aristokrat,bangsawan,darah biru,menak,ningrat,priyayi,aristrokat,priayi,
adiwarna,bagus,cantik,elok,indah,jelita,memesona,menawan,molek,rupawan,
adjektiva,kata keadaan,kata sifat,
administrasi,manajemen,tadbir,tata laksana,tata usaha,
administrator,direktur,eksekutif,manajer pejabat,pembesar pemimpin,penata laksana,penata usaha pengelola,penguasa,pengurus,pembesar,pengelola,manajer,
adolesens,masa akil balig,masa puber,masa remaja,pubertas,
adon,memutar,mencampur,mengaduk,mengarau,mengarib,mengarun,mengebur,mengocok,meremas-remas,karau,
adonan,adukan,bancuhan,kocokan,lepa,luluhan,plester,turap,campuran,
adopsi,memungut,mengambil,mengangkat,menjadikan (anak),
adres,alamat,kediaman,domisili,
mengadreskan,mengalamatkan,menujukan,
adu,berkelahi,laga,langgar,sabung,tabrak,tubruk,lomba,
adu cepat,berlomba,bersaing,bersilaju,
beradu,bentrok,berlanggaran,berantuk,berbenturan,berciuman,berlaga,berlawan,berlomba,bersabung,bersaingan,bersentuhan,bersomplokan,bertabrakan,bertanding,bertarung,bertumbukan,berhenti,merandek,setop,terhenti,beristirahat,mengaso,tidur,mengambil napas,antuk,aso,terbentur,berdampak,duel,bergaduh,terlanggar,mandek,molor,memulangi napas,rehat,saing,bersenggolan,bersinggungan,stop,tembung,bertubrukan,tertumbuk,
beradu kekuatan,berkompetisi,berlaga,berlomba,bersaing,bertanding,bertarung,
beradu kening,berhadapan,berseberangan,bersemuka,bertemu muka,bertentangan,
mengadu,melanggarkan,melapor,memanas-manasi,memancing,memberi tahu,memperhadapkan,memperkarakan,memperlagakan,memperlawankan,memperlombakan,mempertandingkan,mempertarungkan,mempertemukan,memprovokasi,mendakwa,mengabung,mengantukkan,mengeluh,mengemukakan,mengetengahkan,menggugat,menghasut,mengipasi,mengocok,mengompori,menyabung,menyenggolkan,menyentuhkan,menggelitik,mengilik-ngilik,melagakan,lapor,
mengadukan,melaporkan,memberitahukan,memerkarakan,mengacarakan,mengelah,mengutarakan,menyampaikan,gugat,melagakan,mengemukakan,menyabungkan,menyalahkan,menarungkan,mengetengahkan,utara,
peraduan,amben,musabaqah,peristirahatan,perlawanan,perlombaan,persaingan,pertandingan,pertarungan,ranjang,sayembara,tempat tidur,pembaringan,katil,persabungan,petiduran,
aduan,kompetisi,kontes,perlagaan,perlawanan,perlombaan,persabungan,persaingan,pertandingan,pertarungan,sabungan,komplain,tuntutan,laporan,pengaduan,pengakuan,tandingan,tuduhan,
pengadu,pelapor,pemberi tahu,
pengaduan,aduan,dakwaan,kelah,laporan,tuduhan,
adu domba,melawankan,membentrokkan,memecah-belah,mencerai-beraikan,
aduhai,duhai,wahai,pikat,
aduk,baur,campur,kacau,gaul,karau,karih,
mengaduk,membancuh,membaur,memutar,mencampur,mengacau,mengadon,mengarih,mengebur,menggaul,mengincau,mengocok,mengudak,mengudek,mengulek,menguli,merandu,adon,mengarau,kincau,udak,
mengaduk-aduk,memberantakkan,membongkar-bongkar,memorakporandakan,mencari-cari,menceraiberaikan,mengacak-acak,mengacar,mengacaukan,mengawut-awut,menggeledah,menggeratak,mengocok-ngocok,awut,memberaikan,berantak,membongkar,membongkar-bangkir,mencari,geledah,meraba-raba,ubek,
beraduk,berbaur,bercampur,berganduh,bersatu,
teraduk,berbaur,bercampur,berpadu,larut,sabur limbur,terkocok,terbaur,tercampur,berkacau,
teraduk-aduk,berkecamuk,berputar-putar,berselirat,kacau,kecamuk,
adukan,adonan,bancuhan,bauran,campuran,gabungan,kocokan,lakuran,rampaian,rencah,larutan,
advokasi,pembelaan,nasihat,
afair,hubungan asmara,hubungan cinta,percintaan,roman,kasus,kejadian,peristiwa,skandal,
afdal,ahsan,genap,komplet,lengkap,mantap,sempurna,sip,sreg,tamam,
afiat,betah,bugar,cegak,cerdas,cergas,kemas,nyaman,pulih,segak,segar,sehat,sembuh,waras,fit,
afiksasi,derivasi,pengimbuhan,
afiliasi,aliansi,asosiasi,hubungan,koneksi,perpautan,pertalian,pertautan,relasi,kaitan,kombinasi,
afirmasi,isbat,konfirmasi,penegasan,peneguhan,pengukuhan,penyungguhan,testimoni,pernyataan,
agak,duga,gamak,kira,nyana,perasan,perkiraan,persangkaan,ramal,sangka,sangkil,taksiran,tebakan,teka,telah,terkaan,cukup,lumayan,rada,sedikit,semu,barang,juga,kira-kira,kurang lebih,pikir,
agaknya,barangkali,gaya-gayanya,gelagatnya,gerangan,jangan-jangan,kalau-kalau,kira-kira,kiranya,mungkin,rasanya,rasa-rasanya,rupa-rupanya,sepertinya,takah-takahnya,tampaknya,konon,kelihatannya,pula,sih,
agakan,dugaan,estimasi,perkiraan,rabaan,sangkaan,telaahan,terkaan,persangkaan,
agak-agak,barangkali,gerangan,kalau-kalau,kira-kira,kiranya,kurang lebih,lebih kurang,mungkin,purata,rasanya,rupanya,sangka-sangka,seakan-akan,waspada,
mengagak-agak,memikir-mikir,mempertimbangkan,menaksir naksir,menduga-duga,menebak-nebak,menelah,menerka-nerka,mengandai-andai,menganggap,mengira-ngira,menimang-nimang,menyangka,meraba,meramalkan,mereka-reka,merenungkan,rancang,menyelami,
mengagakkan,menduga,menebak,menerka,menyangka,meramalkan,
teragak,gamak,sangsi,segan,teringat,terkira,terlintas,terpikir,tersangka,
teragak-agak,curiga,kurang percaya,ragu-ragu,sangsi,tersangka,tertahan-tahan,was-was,
beragak-agak,berangan,bercita-cita,berhasrat,berkeinginan,bermaksud,berniat,berpikir-pikir,mengacu-acu,menimbang-nimbang,awas-awas,bercadang-cadang,berhati-hati,berhitung-hitung,berkira-kira,ingat-ingat,ragu-ragu,sangsi,waspada,
agak-agih,memaparkan,membeberkan,membentangkan,mencatat,mencuraikan,menerangkan,mengecam,menggambarkan,menghamparkan,mengkritik,menguraikan,menjabarkan,menjelajahkan,menjelaskan,
agama,ajaran,akidah,anutan,din,keimanan,kepercayaan,ketuhanan,keyakinan,pedoman,pegangan,petunjuk,religi,tuntunan,
beragama,berakidah,beribadat,beriktikad,beriman,berkepercayaan,berkeyakinan,berpedoman,bertakwa,mematuhi,memeluk,menganut,taat,
keagamaan,keimanan,keyakinan,religiositas,
agar,biar,mudah-mudahan,semoga,supaya,hendaknya,moga,mudah,
agas,gegat,kekorok,kelulut,kerawai,mentadak,ngengat,rengit,serangga,sesorok,sigenting,suruk,tawang-tawang,
agen,biro,distributor,leveransir,pemasok,penyalur,penyuplai,wakil,antek,badal,begundal,pembekal,broker,budak,cabang,grosir,intelijen,kaki tangan,kantor cabang,mata telinga,spion,perwakilan,
agen rahasia,intel,jasus,kepetangan,mata-mata,penelik,pengintai,penyuluh,polisi rahasia,seko,spion,
agen siasat,mata-mata,penyelidik,
agenda,acara,buku catatan,buku harian,daftar,jadwal,program,rancangan,rencana,senarai,skedul,cadangan,kalender,tanggal,
mengagendakan,memrogramkan,mencadangkan,mencatat,menjadwalkan,menyusun,merancang,merencanakan,mengacarakan,cadang,mencatatkan,
teragendakan,tercatat,terdaftar,terjadwal,tersusun,
agitasi,hasutan,pancingan,provokasi,ajakan,per-suasi,propaganda,gelitik,gelitikan,kilik,
agitator,jelatang,penggosok,penghasut,provokator,perisau,
agraria,pertanian pertanahan,pertanahan,pertanian,
agregasi,aglomerasi,akumulasi,penghimpunan,pengumpulan,penyatuan,grup,
agregat,gabungan,komposit,konglomerasi,konglomerat,massa,
agresi,aksi,bidasan,gempuran,invasi,penyerbuan,penyerangan,pelanggaran,serangan,serbuan,pencerobohan,
agresif,bergairah,bernafsu,berangasan,garang,kasar,militan,
agresor,penyerang,penyerbu,penceroboh,
agun,cagar,garansi,jaminan,sandar,tagan,tanggungan,teban,gadai,
menggagunkan,mempertaruhkan,mencagarkan,menggadaikan,menyandarkan,merungguhkan,
agunan,andalan,cagaran,gadaian,jaminan,petaruh,runggu,sandar,sandaran,tajak kebat,tanggungan,taruhan,tendon,cagar,cengkeram,garansi,persekot,rungguh,tanda jadi,tandon,uang muka,
mengagunkan,mempertanggungkan,mempertaruhkan,mencagarkan,menggadaikan,menjaminkan,menyandakan,menyandarkan,merungguhkan,gadai,
agung,akbar,ala,besar,fadil,gadang,gede,gemilang,hebat,istimewa,kabir,kudus,luhur,mulia,penting,super,terhormat,teristimewa,terkemuka,terkenal,termasyhur,ternama,utama,tertinggi,gala,sublim,syahdu,tinggi,
mengagungkan,meluhurkan,membesarkan,memuja,memuji,memuliakan,mendewakan,mengakbarkan,menghormati,mengutamakan,meninggikan,
mengagung-agungkan,memberhalakan,membesar-besarkan,memuja-mujakan,mendewa-dewakan,mengultuskan,menyembah,memitoskan,
keagungan,fadilat,kebesaran,kehormatan,keistimewaan,kejayaan,keluhuran,kemasyhuran,kemegahan,kemuliaan,ketinggian,jalal,syiar,wijaya,
pengagungan,deifikasi,ikram,pemujaan,pemuliaan,pendewaan,penghormatan,pengultusan,
Ahad,Minggu,esa,tunggal,satu,
ahli,andal,bernas,cakap,campin,hebat,jago,jauhari,jempolan,kawakan,kompeten,lihai,mahir,mampu,mumpuni,pandai,terampil,ulung,unggul,berida,berilmu,berpengalaman,berpengetahuan,cendekiawan,cerdik pandai,empu,johar,juara,master,pakar,pendeta,piawai,profesional,sarjana,spesialis,teknikus,tukang,ulama,anggota,bani,kaum,peserta,wakil,warga,darah daging,famili,kadim,keluarga,kerabat,keturunan,marga,sanak,saudara,alim,becus,buaya,doktor,penghuni,juru,kawak,maestro,pacak,paham,pintar,
ahli agama,ajengan,alim ulama,kiai,tengku,ustaz,ustazah,mualim,mutakalim,
ahli bahasa,linguis,bahasawan,munsyi,
ahli filsafat,filsuf,pemikir,
ahli grafis,desainer,perancang,
ahli hukum,yuris,
ahli ilmu seks,seksolog,
ahli kamus,leksikograf,pekamus,
ahli nujum,astrolog,juru ramal,paranormal,penelah,penilik,peramal dukun,munajim,peramal,penenung,
ahli olahraga,atlet,olahragawan,
ahli pendidikan,pedagog,
ahli perpustakaan,pustakawan,
ahli pidato,orator,
ahli pikir,filosof,filsuf,pemikir,teoritikus,teoretikus,
ahli politik,politikus,politisi,
ahli sastra,kritikus sastra,sastrawan,
ahli sejarah,ahli tarikh,sejarawan,historikus,
ahli seni,seniman,seniwati,
ahli suluk,ahlusuluk,darwis,sufi,muntahi,
ahli tafsir,mufasir,penafsir,
mengahlikan,melatih,memahirkan,membiasakan,mempercakapkan,
keahlian,keilmuan,kejuruan,kemahiran,kepakaran,kepandaian,kepintaran,kesarjanaan,ketukangan,kewargaan,spesialisasi,bidang,disiplin,vak,pengalaman,keanggotaan,kebiasaan,kebolehan,kecakapan,dunia,ilmu,kapabilitas,lapangan,lingkungan,kemampuan,pengetahuan,keterampilan,
aib,malu,borok,cacat,cela,cema,hina,rendah,salah,kejelekan,kekeliruan,kekurangan,kenistaan,kesalahan,nista,noda,penghinaan,penyakit,tewas,belang,keburukan,kebusukan,stigma,tembelang,
mengaibkan,memalukan,mempermalukan,mencacatkan,mencelakan,mencerca,mengecam,menghinakan,menistakan,menodai,mencacat,mencoreng muka,kecam,keji,memutihkan,
keaiban,kecelaan,kehinaan,kenistaan,
air,cairan,cecair,larutan,minuman,tirta,uap,
air atar,minyak wangi,parfum,
air bah,air sebak,air ampuh,banjir,
air belanda,air soda,
air hidung,ingus,
air jeruk,kuas,
air keling,air pasang,
air kencing,air kemih,air seni,urine,air najis,kemih,
air liur,iler,jelijih,ludah,selera,
air mani,benih mani,semen,sperma,
air muka,ekspresi,roman,rona,seri muka,tampang,rupa,
air najis,air kencing,air kotor,
air perak,tinta perak,
air raksa,merkurium,
air seni,air kemih,air kencing,urine,kemih,
air soda,air belanda,
air suling,air murni,akuades,
air terjun,air lata,gerojokan,jeram,penderasan,riam,teladas,cegar,
